"state","state_code","date","price"
"Indiana","IN",2010-12-31,117281
"Indiana","IN",2011-01-31,116840
"Indiana","IN",2011-02-28,116445
"Indiana","IN",2011-03-31,116119
"Indiana","IN",2011-04-30,115831
"Indiana","IN",2011-05-31,115540
"Indiana","IN",2011-06-30,115281
"Indiana","IN",2011-07-31,115171
"Indiana","IN",2011-08-31,115257
"Indiana","IN",2011-09-30,115343
"Indiana","IN",2011-10-31,115332
"Indiana","IN",2011-11-30,115189
"Indiana","IN",2011-12-31,114979
"Indiana","IN",2012-01-31,114688
"Indiana","IN",2012-02-29,114549
"Indiana","IN",2012-03-31,114548
"Indiana","IN",2012-04-30,114784
"Indiana","IN",2012-05-31,115003
"Indiana","IN",2012-06-30,115110
"Indiana","IN",2012-07-31,115123
"Indiana","IN",2012-08-31,115087
"Indiana","IN",2012-09-30,115088
"Indiana","IN",2012-10-31,115162
"Indiana","IN",2012-11-30,115088
"Indiana","IN",2012-12-31,115110
"Indiana","IN",2013-01-31,115070
"Indiana","IN",2013-02-28,115255
"Indiana","IN",2013-03-31,115426
"Indiana","IN",2013-04-30,115826
"Indiana","IN",2013-05-31,116188
"Indiana","IN",2013-06-30,116581
"Indiana","IN",2013-07-31,116871
"Indiana","IN",2013-08-31,117175
"Indiana","IN",2013-09-30,117394
"Indiana","IN",2013-10-31,117523
"Indiana","IN",2013-11-30,117765
"Indiana","IN",2013-12-31,118088
"Indiana","IN",2014-01-31,118449
"Indiana","IN",2014-02-28,118798
"Indiana","IN",2014-03-31,119209
"Indiana","IN",2014-04-30,119705
"Indiana","IN",2014-05-31,120130
"Indiana","IN",2014-06-30,120511
"Indiana","IN",2014-07-31,120896
"Indiana","IN",2014-08-31,121269
"Indiana","IN",2014-09-30,121581
"Indiana","IN",2014-10-31,121836
"Indiana","IN",2014-11-30,122136
"Indiana","IN",2014-12-31,122445
"Indiana","IN",2015-01-31,122660
"Indiana","IN",2015-02-28,122859
"Indiana","IN",2015-03-31,123044
"Indiana","IN",2015-04-30,123459
"Indiana","IN",2015-05-31,123853
"Indiana","IN",2015-06-30,124296
"Indiana","IN",2015-07-31,124509
"Indiana","IN",2015-08-31,124737
"Indiana","IN",2015-09-30,124975
"Indiana","IN",2015-10-31,125189
"Indiana","IN",2015-11-30,125472
"Indiana","IN",2015-12-31,125763
"Indiana","IN",2016-01-31,126168
"Indiana","IN",2016-02-29,126544
"Indiana","IN",2016-03-31,126842
"Indiana","IN",2016-04-30,127222
"Indiana","IN",2016-05-31,127686
"Indiana","IN",2016-06-30,128333
"Indiana","IN",2016-07-31,129065
"Indiana","IN",2016-08-31,129774
"Indiana","IN",2016-09-30,130442
"Indiana","IN",2016-10-31,131027
"Indiana","IN",2016-11-30,131517
"Indiana","IN",2016-12-31,131919
"Indiana","IN",2017-01-31,132272
"Indiana","IN",2017-02-28,132788
"Indiana","IN",2017-03-31,133486
"Indiana","IN",2017-04-30,134363
"Indiana","IN",2017-05-31,135230
"Indiana","IN",2017-06-30,136030
"Indiana","IN",2017-07-31,136680
"Indiana","IN",2017-08-31,137395
"Indiana","IN",2017-09-30,138050
"Indiana","IN",2017-10-31,138884
"Indiana","IN",2017-11-30,139684
"Indiana","IN",2017-12-31,140522
"Indiana","IN",2018-01-31,141185
"Indiana","IN",2018-02-28,141884
"Indiana","IN",2018-03-31,142753
"Indiana","IN",2018-04-30,143742
"Indiana","IN",2018-05-31,144688
"Indiana","IN",2018-06-30,145617
"Indiana","IN",2018-07-31,146644
"Indiana","IN",2018-08-31,147624
"Indiana","IN",2018-09-30,148468
"Indiana","IN",2018-10-31,149068
"Indiana","IN",2018-11-30,149846
"Indiana","IN",2018-12-31,150744
"Indiana","IN",2019-01-31,151877
"Indiana","IN",2019-02-28,152693
"Indiana","IN",2019-03-31,153446
"Indiana","IN",2019-04-30,153993
"Indiana","IN",2019-05-31,154740
"Indiana","IN",2019-06-30,155350
"Indiana","IN",2019-07-31,155968
"Indiana","IN",2019-08-31,156595
"Indiana","IN",2019-09-30,157402
"Indiana","IN",2019-10-31,158235
"Indiana","IN",2019-11-30,158940
"Indiana","IN",2019-12-31,159487
"Indiana","IN",2020-01-31,160152
"Indiana","IN",2020-02-29,160981
"Indiana","IN",2020-03-31,161837
"Indiana","IN",2020-04-30,162671
"Indiana","IN",2020-05-31,163406
"Indiana","IN",2020-06-30,164165
"Indiana","IN",2020-07-31,165044
"Indiana","IN",2020-08-31,166075
"Indiana","IN",2020-09-30,167442
"Indiana","IN",2020-10-31,168968
"Indiana","IN",2020-11-30,170892
"Indiana","IN",2020-12-31,172937
"Indiana","IN",2021-01-31,175521
"Indiana","IN",2021-02-28,178052
"Indiana","IN",2021-03-31,180677
"Indiana","IN",2021-04-30,182818
"Indiana","IN",2021-05-31,185233
"Indiana","IN",2021-06-30,187831
"Indiana","IN",2021-07-31,190704
"Indiana","IN",2021-08-31,193438
"Indiana","IN",2021-09-30,195942
"Indiana","IN",2021-10-31,198392
"Indiana","IN",2021-11-30,200860
"Indiana","IN",2021-12-31,203807
"Indiana","IN",2022-01-31,206845
"Indiana","IN",2022-02-28,210029
"Arizona","AZ",2001-01-31,143554
"Arizona","AZ",2001-02-28,144185
"Arizona","AZ",2001-03-31,144821
"Arizona","AZ",2001-04-30,145465
"Arizona","AZ",2001-05-31,146110
"Arizona","AZ",2001-06-30,146745
"Arizona","AZ",2001-07-31,147331
"Arizona","AZ",2001-08-31,147939
"Arizona","AZ",2001-09-30,148568
"Arizona","AZ",2001-10-31,149270
"Arizona","AZ",2001-11-30,149969
"Arizona","AZ",2001-12-31,150598
"Arizona","AZ",2002-01-31,151097
"Arizona","AZ",2002-02-28,151572
"Arizona","AZ",2002-03-31,152128
"Arizona","AZ",2002-04-30,152745
"Arizona","AZ",2002-05-31,153343
"Arizona","AZ",2002-06-30,154032
"Arizona","AZ",2002-07-31,154765
"Arizona","AZ",2002-08-31,155635
"Arizona","AZ",2002-09-30,156311
"Arizona","AZ",2002-10-31,157044
"Arizona","AZ",2002-11-30,157662
"Arizona","AZ",2002-12-31,158411
"Arizona","AZ",2003-01-31,159066
"Arizona","AZ",2003-02-28,159804
"Arizona","AZ",2003-03-31,160441
"Arizona","AZ",2003-04-30,161203
"Arizona","AZ",2003-05-31,161962
"Arizona","AZ",2003-06-30,162812
"Arizona","AZ",2003-07-31,163671
"Arizona","AZ",2003-08-31,164626
"Arizona","AZ",2003-09-30,165716
"Arizona","AZ",2003-10-31,166755
"Arizona","AZ",2003-11-30,167590
"Arizona","AZ",2003-12-31,168311
"Arizona","AZ",2004-01-31,168972
"Arizona","AZ",2004-02-29,169931
"Arizona","AZ",2004-03-31,171081
"Arizona","AZ",2004-04-30,172473
"Arizona","AZ",2004-05-31,174166
"Arizona","AZ",2004-06-30,175999
"Arizona","AZ",2004-07-31,178444
"Arizona","AZ",2004-08-31,181159
"Arizona","AZ",2004-09-30,183730
"Arizona","AZ",2004-10-31,186434
"Arizona","AZ",2004-11-30,189105
"Arizona","AZ",2004-12-31,192511
"Arizona","AZ",2005-01-31,196076
"Arizona","AZ",2005-02-28,200597
"Arizona","AZ",2005-03-31,205164
"Arizona","AZ",2005-04-30,210856
"Arizona","AZ",2005-05-31,217412
"Arizona","AZ",2005-06-30,225876
"Arizona","AZ",2005-07-31,235088
"Arizona","AZ",2005-08-31,243738
"Arizona","AZ",2005-09-30,252610
"Arizona","AZ",2005-10-31,259861
"Arizona","AZ",2005-11-30,266726
"Arizona","AZ",2005-12-31,270626
"Arizona","AZ",2006-01-31,272173
"Arizona","AZ",2006-02-28,275681
"Arizona","AZ",2006-03-31,280047
"Arizona","AZ",2006-04-30,285006
"Arizona","AZ",2006-05-31,287375
"Arizona","AZ",2006-06-30,288408
"Arizona","AZ",2006-07-31,288061
"Arizona","AZ",2006-08-31,286643
"Arizona","AZ",2006-09-30,284350
"Arizona","AZ",2006-10-31,283279
"Arizona","AZ",2006-11-30,281353
"Arizona","AZ",2006-12-31,279542
"Arizona","AZ",2007-01-31,277571
"Arizona","AZ",2007-02-28,276433
"Arizona","AZ",2007-03-31,276022
"Arizona","AZ",2007-04-30,275972
"Arizona","AZ",2007-05-31,275604
"Arizona","AZ",2007-06-30,274340
"Arizona","AZ",2007-07-31,272398
"Arizona","AZ",2007-08-31,269929
"Arizona","AZ",2007-09-30,266980
"Arizona","AZ",2007-10-31,264325
"Arizona","AZ",2007-11-30,260476
"Arizona","AZ",2007-12-31,256948
"Arizona","AZ",2008-01-31,253014
"Arizona","AZ",2008-02-29,248076
"Arizona","AZ",2008-03-31,242899
"Arizona","AZ",2008-04-30,236713
"Arizona","AZ",2008-05-31,232716
"Arizona","AZ",2008-06-30,228295
"Arizona","AZ",2008-07-31,223563
"Arizona","AZ",2008-08-31,217257
"Arizona","AZ",2008-09-30,211481
"Arizona","AZ",2008-10-31,206838
"Arizona","AZ",2008-11-30,200965
"Arizona","AZ",2008-12-31,194996
"Arizona","AZ",2009-01-31,189665
"Arizona","AZ",2009-02-28,186941
"Arizona","AZ",2009-03-31,183921
"Arizona","AZ",2009-04-30,180649
"Arizona","AZ",2009-05-31,176849
"Arizona","AZ",2009-06-30,173958
"Arizona","AZ",2009-07-31,171526
"Arizona","AZ",2009-08-31,169222
"Arizona","AZ",2009-09-30,167131
"Arizona","AZ",2009-10-31,164853
"Arizona","AZ",2009-11-30,164521
"Arizona","AZ",2009-12-31,164601
"Arizona","AZ",2010-01-31,164624
"Arizona","AZ",2010-02-28,163398
"Arizona","AZ",2010-03-31,162230
"Arizona","AZ",2010-04-30,161895
"Arizona","AZ",2010-05-31,161155
"Arizona","AZ",2010-06-30,160225
"Arizona","AZ",2010-07-31,157769
"Arizona","AZ",2010-08-31,156024
"Arizona","AZ",2010-09-30,153663
"Arizona","AZ",2010-10-31,152181
"Arizona","AZ",2010-11-30,150281
"Arizona","AZ",2010-12-31,148607
"Arizona","AZ",2011-01-31,146655
"Arizona","AZ",2011-02-28,144865
"Arizona","AZ",2011-03-31,143570
"Arizona","AZ",2011-04-30,141833
"Arizona","AZ",2011-05-31,140264
"Arizona","AZ",2011-06-30,138472
"Arizona","AZ",2011-07-31,137495
"Arizona","AZ",2011-08-31,136910
"Arizona","AZ",2011-09-30,136586
"Arizona","AZ",2011-10-31,136595
"Arizona","AZ",2011-11-30,136529
"Arizona","AZ",2011-12-31,137362
"Arizona","AZ",2012-01-31,137902
"Arizona","AZ",2012-02-29,138868
"Arizona","AZ",2012-03-31,139412
"Arizona","AZ",2012-04-30,141298
"Arizona","AZ",2012-05-31,144012
"Arizona","AZ",2012-06-30,147072
"Arizona","AZ",2012-07-31,149876
"Arizona","AZ",2012-08-31,152612
"Arizona","AZ",2012-09-30,155772
"Arizona","AZ",2012-10-31,158531
"Arizona","AZ",2012-11-30,161262
"Arizona","AZ",2012-12-31,162874
"Arizona","AZ",2013-01-31,165029
"Arizona","AZ",2013-02-28,166431
"Arizona","AZ",2013-03-31,168432
"Arizona","AZ",2013-04-30,169954
"Arizona","AZ",2013-05-31,171880
"Arizona","AZ",2013-06-30,174461
"Arizona","AZ",2013-07-31,177539
"Arizona","AZ",2013-08-31,180024
"Arizona","AZ",2013-09-30,182077
"Arizona","AZ",2013-10-31,183672
"Arizona","AZ",2013-11-30,184445
"Arizona","AZ",2013-12-31,185893
"Arizona","AZ",2014-01-31,187661
"Arizona","AZ",2014-02-28,190234
"Arizona","AZ",2014-03-31,191000
"Arizona","AZ",2014-04-30,190831
"Arizona","AZ",2014-05-31,190710
"Arizona","AZ",2014-06-30,191031
"Arizona","AZ",2014-07-31,191156
"Arizona","AZ",2014-08-31,191343
"Arizona","AZ",2014-09-30,191199
"Arizona","AZ",2014-10-31,191528
"Arizona","AZ",2014-11-30,192337
"Arizona","AZ",2014-12-31,193354
"Arizona","AZ",2015-01-31,193907
"Arizona","AZ",2015-02-28,194311
"Arizona","AZ",2015-03-31,195778
"Arizona","AZ",2015-04-30,197382
"Arizona","AZ",2015-05-31,198903
"Arizona","AZ",2015-06-30,199609
"Arizona","AZ",2015-07-31,200762
"Arizona","AZ",2015-08-31,201826
"Arizona","AZ",2015-09-30,203233
"Arizona","AZ",2015-10-31,204056
"Arizona","AZ",2015-11-30,204695
"Arizona","AZ",2015-12-31,205350
"Arizona","AZ",2016-01-31,207032
"Arizona","AZ",2016-02-29,208522
"Arizona","AZ",2016-03-31,209732
"Arizona","AZ",2016-04-30,210623
"Arizona","AZ",2016-05-31,211627
"Arizona","AZ",2016-06-30,212463
"Arizona","AZ",2016-07-31,212921
"Arizona","AZ",2016-08-31,213711
"Arizona","AZ",2016-09-30,214861
"Arizona","AZ",2016-10-31,216384
"Arizona","AZ",2016-11-30,217871
"Arizona","AZ",2016-12-31,218782
"Arizona","AZ",2017-01-31,219741
"Arizona","AZ",2017-02-28,221033
"Arizona","AZ",2017-03-31,222703
"Arizona","AZ",2017-04-30,224003
"Arizona","AZ",2017-05-31,225142
"Arizona","AZ",2017-06-30,226313
"Arizona","AZ",2017-07-31,227874
"Arizona","AZ",2017-08-31,228874
"Arizona","AZ",2017-09-30,230248
"Arizona","AZ",2017-10-31,231482
"Arizona","AZ",2017-11-30,232813
"Arizona","AZ",2017-12-31,233676
"Arizona","AZ",2018-01-31,235063
"Arizona","AZ",2018-02-28,237033
"Arizona","AZ",2018-03-31,239087
"Arizona","AZ",2018-04-30,240822
"Arizona","AZ",2018-05-31,242305
"Arizona","AZ",2018-06-30,243646
"Arizona","AZ",2018-07-31,245065
"Arizona","AZ",2018-08-31,246498
"Arizona","AZ",2018-09-30,248269
"Arizona","AZ",2018-10-31,249526
"Arizona","AZ",2018-11-30,250690
"Arizona","AZ",2018-12-31,251592
"Arizona","AZ",2019-01-31,252863
"Arizona","AZ",2019-02-28,254095
"Arizona","AZ",2019-03-31,255351
"Arizona","AZ",2019-04-30,256202
"Arizona","AZ",2019-05-31,256998
"Arizona","AZ",2019-06-30,257921
"Arizona","AZ",2019-07-31,259091
"Arizona","AZ",2019-08-31,260770
"Arizona","AZ",2019-09-30,262200
"Arizona","AZ",2019-10-31,263625
"Arizona","AZ",2019-11-30,265072
"Arizona","AZ",2019-12-31,267089
"Arizona","AZ",2020-01-31,268979
"Arizona","AZ",2020-02-29,270908
"Arizona","AZ",2020-03-31,273405
"Arizona","AZ",2020-04-30,276951
"Arizona","AZ",2020-05-31,279337
"Arizona","AZ",2020-06-30,281014
"Arizona","AZ",2020-07-31,282937
"Arizona","AZ",2020-08-31,286765
"Arizona","AZ",2020-09-30,291415
"Arizona","AZ",2020-10-31,296173
"Arizona","AZ",2020-11-30,301404
"Arizona","AZ",2020-12-31,307241
"Arizona","AZ",2021-01-31,313965
"Arizona","AZ",2021-02-28,319827
"Arizona","AZ",2021-03-31,327218
"Arizona","AZ",2021-04-30,333408
"Arizona","AZ",2021-05-31,343555
"Arizona","AZ",2021-06-30,354143
"Arizona","AZ",2021-07-31,365970
"Arizona","AZ",2021-08-31,375701
"Arizona","AZ",2021-09-30,383362
"Arizona","AZ",2021-10-31,390571
"Arizona","AZ",2021-11-30,396494
"Arizona","AZ",2021-12-31,402144
"Arizona","AZ",2022-01-31,407751
"Arizona","AZ",2022-02-28,415372
"Tennessee","TN",2001-01-31,117334
"Tennessee","TN",2001-02-28,117712
"Tennessee","TN",2001-03-31,118058
"Tennessee","TN",2001-04-30,118326
"Tennessee","TN",2001-05-31,118632
"Tennessee","TN",2001-06-30,118889
"Tennessee","TN",2001-07-31,119118
"Tennessee","TN",2001-08-31,119416
"Tennessee","TN",2001-09-30,119722
"Tennessee","TN",2001-10-31,120073
"Tennessee","TN",2001-11-30,120322
"Tennessee","TN",2001-12-31,120504
"Tennessee","TN",2002-01-31,120637
"Tennessee","TN",2002-02-28,120856
"Tennessee","TN",2002-03-31,121090
"Tennessee","TN",2002-04-30,121287
"Tennessee","TN",2002-05-31,121480
"Tennessee","TN",2002-06-30,121683
"Tennessee","TN",2002-07-31,121917
"Tennessee","TN",2002-08-31,122098
"Tennessee","TN",2002-09-30,122304
"Tennessee","TN",2002-10-31,122563
"Tennessee","TN",2002-11-30,122808
"Tennessee","TN",2002-12-31,123055
"Tennessee","TN",2003-01-31,123217
"Tennessee","TN",2003-02-28,123483
"Tennessee","TN",2003-03-31,123729
"Tennessee","TN",2003-04-30,124035
"Tennessee","TN",2003-05-31,124318
"Tennessee","TN",2003-06-30,124628
"Tennessee","TN",2003-07-31,124917
"Tennessee","TN",2003-08-31,125219
"Tennessee","TN",2003-09-30,125528
"Tennessee","TN",2003-10-31,125873
"Tennessee","TN",2003-11-30,126175
"Tennessee","TN",2003-12-31,126462
"Tennessee","TN",2004-01-31,126747
"Tennessee","TN",2004-02-29,127113
"Tennessee","TN",2004-03-31,127525
"Tennessee","TN",2004-04-30,127981
"Tennessee","TN",2004-05-31,128389
"Tennessee","TN",2004-06-30,128811
"Tennessee","TN",2004-07-31,129267
"Tennessee","TN",2004-08-31,129754
"Tennessee","TN",2004-09-30,130262
"Tennessee","TN",2004-10-31,130799
"Tennessee","TN",2004-11-30,131301
"Tennessee","TN",2004-12-31,131813
"Tennessee","TN",2005-01-31,132283
"Tennessee","TN",2005-02-28,132900
"Tennessee","TN",2005-03-31,133594
"Tennessee","TN",2005-04-30,134383
"Tennessee","TN",2005-05-31,135164
"Tennessee","TN",2005-06-30,135995
"Tennessee","TN",2005-07-31,136922
"Tennessee","TN",2005-08-31,137844
"Tennessee","TN",2005-09-30,138734
"Tennessee","TN",2005-10-31,139531
"Tennessee","TN",2005-11-30,140275
"Tennessee","TN",2005-12-31,141010
"Tennessee","TN",2006-01-31,141602
"Tennessee","TN",2006-02-28,142299
"Tennessee","TN",2006-03-31,143006
"Tennessee","TN",2006-04-30,143858
"Tennessee","TN",2006-05-31,144659
"Tennessee","TN",2006-06-30,145493
"Tennessee","TN",2006-07-31,146327
"Tennessee","TN",2006-08-31,147183
"Tennessee","TN",2006-09-30,147934
"Tennessee","TN",2006-10-31,148645
"Tennessee","TN",2006-11-30,149196
"Tennessee","TN",2006-12-31,149679
"Tennessee","TN",2007-01-31,149971
"Tennessee","TN",2007-02-28,150344
"Tennessee","TN",2007-03-31,150820
"Tennessee","TN",2007-04-30,151398
"Tennessee","TN",2007-05-31,151935
"Tennessee","TN",2007-06-30,152393
"Tennessee","TN",2007-07-31,152751
"Tennessee","TN",2007-08-31,153015
"Tennessee","TN",2007-09-30,153078
"Tennessee","TN",2007-10-31,153038
"Tennessee","TN",2007-11-30,152768
"Tennessee","TN",2007-12-31,152436
"Tennessee","TN",2008-01-31,151871
"Tennessee","TN",2008-02-29,151411
"Tennessee","TN",2008-03-31,151042
"Tennessee","TN",2008-04-30,150901
"Tennessee","TN",2008-05-31,150777
"Tennessee","TN",2008-06-30,150558
"Tennessee","TN",2008-07-31,150161
"Tennessee","TN",2008-08-31,149617
"Tennessee","TN",2008-09-30,149013
"Tennessee","TN",2008-10-31,148496
"Tennessee","TN",2008-11-30,147918
"Tennessee","TN",2008-12-31,147326
"Tennessee","TN",2009-01-31,146785
"Tennessee","TN",2009-02-28,146404
"Tennessee","TN",2009-03-31,145995
"Tennessee","TN",2009-04-30,145418
"Tennessee","TN",2009-05-31,144669
"Tennessee","TN",2009-06-30,143950
"Tennessee","TN",2009-07-31,143289
"Tennessee","TN",2009-08-31,142795
"Tennessee","TN",2009-09-30,142379
"Tennessee","TN",2009-10-31,142076
"Tennessee","TN",2009-11-30,141787
"Tennessee","TN",2009-12-31,141592
"Tennessee","TN",2010-01-31,141498
"Tennessee","TN",2010-02-28,141418
"Tennessee","TN",2010-03-31,141449
"Tennessee","TN",2010-04-30,141506
"Tennessee","TN",2010-05-31,141599
"Tennessee","TN",2010-06-30,141523
"Tennessee","TN",2010-07-31,141306
"Tennessee","TN",2010-08-31,140951
"Tennessee","TN",2010-09-30,140506
"Tennessee","TN",2010-10-31,139978
"Tennessee","TN",2010-11-30,139444
"Tennessee","TN",2010-12-31,138856
"Tennessee","TN",2011-01-31,138162
"Tennessee","TN",2011-02-28,137584
"Tennessee","TN",2011-03-31,137030
"Tennessee","TN",2011-04-30,136684
"Tennessee","TN",2011-05-31,136263
"Tennessee","TN",2011-06-30,135919
"Tennessee","TN",2011-07-31,135547
"Tennessee","TN",2011-08-31,135244
"Tennessee","TN",2011-09-30,134938
"Tennessee","TN",2011-10-31,134572
"Tennessee","TN",2011-11-30,134241
"Tennessee","TN",2011-12-31,133937
"Tennessee","TN",2012-01-31,133825
"Tennessee","TN",2012-02-29,133718
"Tennessee","TN",2012-03-31,133754
"Tennessee","TN",2012-04-30,133836
"Tennessee","TN",2012-05-31,133989
"Tennessee","TN",2012-06-30,134053
"Tennessee","TN",2012-07-31,134162
"Tennessee","TN",2012-08-31,134271
"Tennessee","TN",2012-09-30,134473
"Tennessee","TN",2012-10-31,134618
"Tennessee","TN",2012-11-30,134751
"Tennessee","TN",2012-12-31,134913
"Tennessee","TN",2013-01-31,135179
"Tennessee","TN",2013-02-28,135507
"Tennessee","TN",2013-03-31,135880
"Tennessee","TN",2013-04-30,136296
"Tennessee","TN",2013-05-31,136645
"Tennessee","TN",2013-06-30,137009
"Tennessee","TN",2013-07-31,137312
"Tennessee","TN",2013-08-31,137790
"Tennessee","TN",2013-09-30,138364
"Tennessee","TN",2013-10-31,139066
"Tennessee","TN",2013-11-30,139824
"Tennessee","TN",2013-12-31,140467
"Tennessee","TN",2014-01-31,141092
"Tennessee","TN",2014-02-28,141533
"Tennessee","TN",2014-03-31,141904
"Tennessee","TN",2014-04-30,142165
"Tennessee","TN",2014-05-31,142515
"Tennessee","TN",2014-06-30,142909
"Tennessee","TN",2014-07-31,143303
"Tennessee","TN",2014-08-31,143604
"Tennessee","TN",2014-09-30,143883
"Tennessee","TN",2014-10-31,144121
"Tennessee","TN",2014-11-30,144397
"Tennessee","TN",2014-12-31,144791
"Tennessee","TN",2015-01-31,145305
"Tennessee","TN",2015-02-28,145839
"Tennessee","TN",2015-03-31,146364
"Tennessee","TN",2015-04-30,146877
"Tennessee","TN",2015-05-31,147538
"Tennessee","TN",2015-06-30,148125
"Tennessee","TN",2015-07-31,148718
"Tennessee","TN",2015-08-31,149259
"Tennessee","TN",2015-09-30,149931
"Tennessee","TN",2015-10-31,150677
"Tennessee","TN",2015-11-30,151575
"Tennessee","TN",2015-12-31,152333
"Tennessee","TN",2016-01-31,153094
"Tennessee","TN",2016-02-29,153803
"Tennessee","TN",2016-03-31,154605
"Tennessee","TN",2016-04-30,155333
"Tennessee","TN",2016-05-31,155934
"Tennessee","TN",2016-06-30,156483
"Tennessee","TN",2016-07-31,157194
"Tennessee","TN",2016-08-31,157928
"Tennessee","TN",2016-09-30,158821
"Tennessee","TN",2016-10-31,159706
"Tennessee","TN",2016-11-30,160769
"Tennessee","TN",2016-12-31,161819
"Tennessee","TN",2017-01-31,162689
"Tennessee","TN",2017-02-28,163428
"Tennessee","TN",2017-03-31,164351
"Tennessee","TN",2017-04-30,165520
"Tennessee","TN",2017-05-31,166735
"Tennessee","TN",2017-06-30,167887
"Tennessee","TN",2017-07-31,169005
"Tennessee","TN",2017-08-31,170075
"Tennessee","TN",2017-09-30,171040
"Tennessee","TN",2017-10-31,171976
"Tennessee","TN",2017-11-30,173017
"Tennessee","TN",2017-12-31,174104
"Tennessee","TN",2018-01-31,175143
"Tennessee","TN",2018-02-28,176301
"Tennessee","TN",2018-03-31,177392
"Tennessee","TN",2018-04-30,178511
"Tennessee","TN",2018-05-31,179513
"Tennessee","TN",2018-06-30,180551
"Tennessee","TN",2018-07-31,181599
"Tennessee","TN",2018-08-31,182569
"Tennessee","TN",2018-09-30,183566
"Tennessee","TN",2018-10-31,184572
"Tennessee","TN",2018-11-30,185524
"Tennessee","TN",2018-12-31,186444
"Tennessee","TN",2019-01-31,187433
"Tennessee","TN",2019-02-28,188387
"Tennessee","TN",2019-03-31,189351
"Tennessee","TN",2019-04-30,190186
"Tennessee","TN",2019-05-31,191036
"Tennessee","TN",2019-06-30,191756
"Tennessee","TN",2019-07-31,192340
"Tennessee","TN",2019-08-31,192969
"Tennessee","TN",2019-09-30,193717
"Tennessee","TN",2019-10-31,194593
"Tennessee","TN",2019-11-30,195583
"Tennessee","TN",2019-12-31,196575
"Tennessee","TN",2020-01-31,197614
"Tennessee","TN",2020-02-29,198910
"Tennessee","TN",2020-03-31,200388
"Tennessee","TN",2020-04-30,201881
"Tennessee","TN",2020-05-31,203171
"Tennessee","TN",2020-06-30,204419
"Tennessee","TN",2020-07-31,205626
"Tennessee","TN",2020-08-31,206906
"Tennessee","TN",2020-09-30,208350
"Tennessee","TN",2020-10-31,210099
"Tennessee","TN",2020-11-30,212379
"Tennessee","TN",2020-12-31,214864
"Tennessee","TN",2021-01-31,218046
"Tennessee","TN",2021-02-28,220995
"Tennessee","TN",2021-03-31,224040
"Tennessee","TN",2021-04-30,226928
"Tennessee","TN",2021-05-31,230460
"Tennessee","TN",2021-06-30,234734
"Tennessee","TN",2021-07-31,239612
"Tennessee","TN",2021-08-31,244643
"Tennessee","TN",2021-09-30,249570
"Tennessee","TN",2021-10-31,254365
"Tennessee","TN",2021-11-30,259267
"Tennessee","TN",2021-12-31,265130
"Tennessee","TN",2022-01-31,271056
"Tennessee","TN",2022-02-28,277805
"Missouri","MO",2001-01-31,106711
"Missouri","MO",2001-02-28,107056
"Missouri","MO",2001-03-31,107538
"Missouri","MO",2001-04-30,108164
"Missouri","MO",2001-05-31,108840
"Missouri","MO",2001-06-30,109531
"Missouri","MO",2001-07-31,110206
"Missouri","MO",2001-08-31,110812
"Missouri","MO",2001-09-30,111416
"Missouri","MO",2001-10-31,112066
"Missouri","MO",2001-11-30,112760
"Missouri","MO",2001-12-31,113463
"Missouri","MO",2002-01-31,114100
"Missouri","MO",2002-02-28,114741
"Missouri","MO",2002-03-31,115278
"Missouri","MO",2002-04-30,115806
"Missouri","MO",2002-05-31,116340
"Missouri","MO",2002-06-30,116954
"Missouri","MO",2002-07-31,117596
"Missouri","MO",2002-08-31,118162
"Missouri","MO",2002-09-30,118774
"Missouri","MO",2002-10-31,119445
"Missouri","MO",2002-11-30,120124
"Missouri","MO",2002-12-31,120715
"Missouri","MO",2003-01-31,121236
"Missouri","MO",2003-02-28,121805
"Missouri","MO",2003-03-31,122362
"Missouri","MO",2003-04-30,122925
"Missouri","MO",2003-05-31,123535
"Missouri","MO",2003-06-30,124209
"Missouri","MO",2003-07-31,124872
"Missouri","MO",2003-08-31,125537
"Missouri","MO",2003-09-30,126201
"Missouri","MO",2003-10-31,126919
"Missouri","MO",2003-11-30,127564
"Missouri","MO",2003-12-31,128249
"Missouri","MO",2004-01-31,128848
"Missouri","MO",2004-02-29,129333
"Missouri","MO",2004-03-31,129699
"Missouri","MO",2004-04-30,130014
"Missouri","MO",2004-05-31,130483
"Missouri","MO",2004-06-30,131025
"Missouri","MO",2004-07-31,131696
"Missouri","MO",2004-08-31,132248
"Missouri","MO",2004-09-30,132715
"Missouri","MO",2004-10-31,133149
"Missouri","MO",2004-11-30,133661
"Missouri","MO",2004-12-31,134237
"Missouri","MO",2005-01-31,134785
"Missouri","MO",2005-02-28,135280
"Missouri","MO",2005-03-31,135760
"Missouri","MO",2005-04-30,136266
"Missouri","MO",2005-05-31,136896
"Missouri","MO",2005-06-30,137535
"Missouri","MO",2005-07-31,138174
"Missouri","MO",2005-08-31,138802
"Missouri","MO",2005-09-30,139439
"Missouri","MO",2005-10-31,140106
"Missouri","MO",2005-11-30,140693
"Missouri","MO",2005-12-31,141249
"Missouri","MO",2006-01-31,141682
"Missouri","MO",2006-02-28,142073
"Missouri","MO",2006-03-31,142406
"Missouri","MO",2006-04-30,142759
"Missouri","MO",2006-05-31,143096
"Missouri","MO",2006-06-30,143452
